symbol,date,open,high,low,close,volume,adj_close
GOOG,2022-05-02,113.90650177001953,117.3395004272461,113.39949798583984,117.15699768066406,30280000,116.46470642089844
GOOG,2022-05-03,116.76499938964844,119.30000305175781,116.62699890136719,118.12950134277344,21216000,117.43147277832031
GOOG,2022-05-04,118.00350189208984,123.14299774169922,115.7385025024414,122.57499694824219,33232000,121.85070037841797
GOOG,2022-05-05,120.22049713134766,121.2332534790039,115.18250274658203,116.74649810791016,43090000,116.056640625
GOOG,2022-05-06,115.51899719238281,117.49849700927734,114.14299774169922,115.66000366210938,35310000,114.9765625
GOOG,2022-05-09,113.30349731445312,115.56289672851562,112.55149841308594,113.08399963378906,34520000,112.41578674316406
GOOG,2022-05-10,116.04049682617188,116.69100189208984,113.38330078125,114.58450317382812,31158000,113.90741729736328
GOOG,2022-05-11,113.71050262451172,116.6709976196289,113.6500015258789,113.96099853515625,36502000,113.28759765625
GOOG,2022-05-12,111.93800354003906,114.85649871826172,110.1135025024414,113.16100311279297,41464000,112.49232482910156
GOOG,2022-05-13,114.84549713134766,118.08499908447266,114.0,116.5155029296875,29738000,115.82701110839844
GOOG,2022-05-16,115.38400268554688,116.60749816894531,114.33499908447266,114.7925033569336,23282000,114.11418914794922
GOOG,2022-05-17,117.22750091552734,117.22750091552734,115.3375015258789,116.70149993896484,21576000,116.01190948486328
GOOG,2022-05-18,115.23750305175781,115.69564819335938,112.14199829101562,112.4010009765625,27982000,111.73682403564453
GOOG,2022-05-19,111.84100341796875,113.5875015258789,110.46800231933594,110.74549865722656,29192000,110.09110260009766
GOOG,2022-05-20,112.08550262451172,112.55000305175781,106.37300109863281,109.31300354003906,37586000,108.66706085205078
GOOG,2022-05-23,110.10399627685547,112.00550079345703,109.15425109863281,111.66649627685547,31558000,111.00664520263672
GOOG,2022-05-24,106.37750244140625,106.3949966430664,102.20800018310547,105.9260025024414,60386000,105.3000717163086
GOOG,2022-05-25,105.14199829101562,106.5447006225586,104.21125030517578,105.8395004272461,37900000,105.2140884399414
GOOG,2022-05-26,106.05049896240234,108.95525360107422,105.48799896240234,108.2959976196289,30288000,107.65606689453125
GOOG,2022-05-27,109.78849792480469,112.86799621582031,109.55000305175781,112.79900360107422,29924000,112.1324691772461
GOOG,2022-05-31,113.0790023803711,116.43350219726562,112.57250213623047,114.03900146484375,51302000,113.36514282226562
GOOG,2022-06-01,114.93150329589844,117.39900207519531,113.55049896240234,114.13700103759766,28630000,113.46255493164062
GOOG,2022-06-02,114.18800354003906,117.89800262451172,113.30799865722656,117.74600219726562,27472000,117.05023956298828
GOOG,2022-06-03,115.99250030517578,116.364501953125,113.66799926757812,114.56400299072266,25052000,113.88703918457031
GOOG,2022-06-06,116.74250030517578,119.39849853515625,116.5282974243164,117.010498046875,23786000,116.31907653808594
GOOG,2022-06-07,115.64800262451172,117.74864959716797,115.12550354003906,117.22949981689453,26414000,116.53678131103516
GOOG,2022-06-08,116.87650299072266,118.64600372314453,116.69674682617188,117.23799896240234,22544000,116.54523468017578
GOOG,2022-06-09,116.34149932861328,118.3499984741211,114.86699676513672,114.91799926757812,23142000,114.23894500732422
GOOG,2022-06-10,112.78125,113.49700164794922,110.86100006103516,111.42749786376953,31324000,110.76907348632812
GOOG,2022-06-13,107.44599914550781,109.21849822998047,106.58805084228516,106.87650299072266,36756000,106.24496459960938
GOOG,2022-06-14,106.88999938964844,108.4574966430664,106.35199737548828,107.19400024414062,25480000,106.56057739257812
GOOG,2022-06-15,108.89949798583984,112.06300354003906,108.1187515258789,110.3905029296875,33192000,109.73821258544922
GOOG,2022-06-16,108.14949798583984,109.29049682617188,105.7925033569336,106.63600158691406,35314000,106.00588989257812
GOOG,2022-06-17,106.53500366210938,109.24949645996094,105.62854766845703,107.8655014038086,43516000,107.22811889648438
GOOG,2022-06-21,109.7020034790039,112.6729965209961,109.29350280761719,112.01499938964844,39010000,111.35309600830078
GOOG,2022-06-22,111.16300201416016,113.76950073242188,110.72429656982422,112.03399658203125,23922000,111.37198638916016
GOOG,2022-06-23,112.94999694824219,113.19650268554688,111.02899932861328,112.68450164794922,24710000,112.01864624023438
GOOG,2022-06-24,113.60299682617188,118.63749694824219,113.60299682617188,118.53800201416016,39122000,117.83756256103516
GOOG,2022-06-27,118.93499755859375,119.25,116.00074768066406,116.62249755859375,32840000,115.93336486816406
GOOG,2022-06-28,116.35099792480469,117.85649871826172,112.44400024414062,112.57150268554688,28232000,111.90631866455078
GOOG,2022-06-29,112.14849853515625,113.66449737548828,111.55400085449219,112.25650024414062,18628000,111.59317779541016
GOOG,2022-06-30,110.49949645996094,111.32980346679688,107.30999755859375,109.37249755859375,38046000,108.72620391845703
GOOG,2022-07-01,108.33699798583984,109.80635070800781,107.1050033569336,109.08100128173828,31028000,108.43643951416016
GOOG,2022-07-05,107.5145034790039,114.05259704589844,106.24949645996094,113.88700103759766,36398000,113.21404266357422
GOOG,2022-07-06,114.09200286865234,116.35199737548828,112.25050354003906,115.2135009765625,28852000,114.53270721435547
GOOG,2022-07-07,116.00800323486328,119.86199951171875,115.53399658203125,119.30599975585938,32184000,118.60101318359375
GOOG,2022-07-08,117.55000305175781,120.43499755859375,117.51399993896484,120.16850280761719,29082000,119.45842742919922
GOOG,2022-07-11,118.6500015258789,118.79450225830078,116.2344970703125,116.52249908447266,26718000,115.83396911621094
GOOG,2022-07-12,116.8385009765625,117.84950256347656,114.61499786376953,114.84950256347656,24970000,114.17086029052734
GOOG,2022-07-13,112.63899993896484,115.15699768066406,111.822998046875,112.18699645996094,38958000,111.52408599853516
GOOG,2022-07-14,110.82599639892578,111.98750305175781,109.32550048828125,111.44000244140625,32366000,110.78150177001953
GOOG,2022-07-15,112.96299743652344,114.00050354003906,111.82250213623047,112.76699829101562,34330000,112.10066223144531
GOOG,2022-07-18,113.44000244140625,114.80000305175781,109.30000305175781,109.91000366210938,33354000,109.26054382324219
GOOG,2022-07-19,111.7300033569336,114.80999755859375,110.5,114.62000274658203,30992300,113.94271850585938
GOOG,2022-07-20,114.05999755859375,116.33000183105469,113.26000213623047,114.69999694824219,26780100,114.02223205566406
GOOG,2022-07-21,115.08999633789062,115.20999908447266,111.91000366210938,115.04000091552734,27267800,114.3602294921875
GOOG,2022-07-22,111.80999755859375,113.18000030517578,107.5999984741211,108.36000061035156,44455300,107.71968841552734
GOOG,2022-07-25,108.87999725341797,110.58000183105469,107.01000213623047,108.20999908447266,28289900,107.5705795288086
GOOG,2022-07-26,107.43000030517578,107.73999786376953,104.76000213623047,105.44000244140625,36626600,104.81695556640625
GOOG,2022-07-27,109.5999984741211,114.4000015258789,108.41999816894531,113.5999984741211,41474600,112.92874145507812
GOOG,2022-07-28,112.80000305175781,114.69999694824219,111.85099792480469,114.58999633789062,23303800,113.91287231445312
GOOG,2022-07-29,113.4000015258789,116.9000015258789,113.2300033569336,116.63999938964844,31336200,115.95076751708984
GOOG,2022-08-01,115.52999877929688,117.12000274658203,114.69000244140625,115.4800033569336,22856200,114.7976303100586
GOOG,2022-08-02,114.43000030517578,117.08000183105469,114.26000213623047,115.9000015258789,17911000,115.21515655517578
GOOG,2022-08-03,116.33999633789062,119.41999816894531,116.1500015258789,118.77999877929688,25302800,118.078125
GOOG,2022-08-04,118.30000305175781,119.5,117.70999908447266,118.87000274658203,15757700,118.16761016845703
GOOG,2022-08-05,116.93000030517578,118.86000061035156,116.70999908447266,118.22000122070312,15615700,117.52143859863281
GOOG,2022-08-08,119.12000274658203,120.86000061035156,117.83000183105469,118.13999938964844,17061100,117.44190216064453
GOOG,2022-08-09,117.98999786376953,118.19999694824219,116.55999755859375,117.5,15424300,116.8056869506836
GOOG,2022-08-10,119.58999633789062,121.77999877929688,119.36000061035156,120.6500015258789,20497000,119.93707275390625
GOOG,2022-08-11,122.08000183105469,122.33999633789062,119.55000305175781,119.81999969482422,16671600,119.11197662353516
GOOG,2022-08-12,121.16000366210938,122.6500015258789,120.4000015258789,122.6500015258789,16121100,121.92526245117188
GOOG,2022-08-15,122.20999908447266,123.26000213623047,121.56999969482422,122.87999725341797,15525000,122.15390014648438
GOOG,2022-08-16,122.31999969482422,123.22799682617188,121.53500366210938,122.51000213623047,15626200,121.78608703613281
GOOG,2022-08-17,120.93000030517578,122.1500015258789,120.19999694824219,120.31999969482422,17589200,119.6090316772461
GOOG,2022-08-18,120.2300033569336,121.69000244140625,119.55000305175781,120.86000061035156,15652000,120.14582824707031
GOOG,2022-08-19,119.87000274658203,120.0,117.66999816894531,118.12000274658203,20187000,117.42202758789062
GOOG,2022-08-22,116.0999984741211,116.5,114.66999816894531,115.06999969482422,19316000,114.39005279541016
GOOG,2022-08-23,114.31999969482422,115.93000030517578,114.30000305175781,114.7699966430664,14390700,114.09181213378906
GOOG,2022-08-24,114.44999694824219,115.71700286865234,113.77999877929688,114.69999694824219,16051200,114.02223205566406
GOOG,2022-08-25,115.1500015258789,117.77999877929688,115.05000305175781,117.69999694824219,14874700,117.00450134277344
GOOG,2022-08-26,115.80999755859375,116.5999984741211,111.22000122070312,111.30000305175781,31698700,110.642333984375
GOOG,2022-08-29,110.77999877929688,111.95999908447266,109.80999755859375,110.33999633789062,20386100,109.68799591064453
GOOG,2022-08-30,111.02999877929688,111.37000274658203,108.80000305175781,109.91000366210938,20548200,109.26054382324219
GOOG,2022-08-31,111.62999725341797,111.7699966430664,109.05000305175781,109.1500015258789,25898000,108.5050277709961
GOOG,2022-09-01,109.19999694824219,111.22000122070312,108.19000244140625,110.55000305175781,22784400,109.89676666259766
GOOG,2022-09-02,111.33999633789062,111.67500305175781,108.12999725341797,108.68000030517578,20618100,108.03780364990234
GOOG,2022-09-06,108.13500213623047,108.87999725341797,106.51000213623047,107.4800033569336,20565100,106.84490203857422
GOOG,2022-09-07,107.76000213623047,110.98999786376953,107.61499786376953,110.4800033569336,22987200,109.82717895507812
GOOG,2022-09-08,109.18000030517578,110.58000183105469,108.05999755859375,109.41999816894531,21660700,108.77342987060547
GOOG,2022-09-09,110.05000305175781,112.0,110.0,111.77999877929688,21732900,111.1194839477539
GOOG,2022-09-12,111.98999786376953,112.63999938964844,110.93000030517578,111.87000274658203,19732900,111.20895385742188
GOOG,2022-09-13,108.88999938964844,109.37000274658203,105.0,105.30999755859375,33015000,104.68771362304688
GOOG,2022-09-14,105.44000244140625,106.0999984741211,104.5,105.87000274658203,22115800,105.24441528320312
GOOG,2022-09-15,105.01000213623047,106.20999908447266,103.30999755859375,103.9000015258789,26494900,103.28604888916016
GOOG,2022-09-16,102.97000122070312,104.02999877929688,101.8550033569336,103.62999725341797,64540100,103.01764678955078
GOOG,2022-09-19,102.54000091552734,104.0199966430664,102.37000274658203,103.8499984741211,19738600,103.23634338378906
GOOG,2022-09-20,102.87999725341797,103.16999816894531,101.12000274658203,101.83000183105469,24001700,101.228271484375
GOOG,2022-09-21,102.23999786376953,103.48999786376953,99.98999786376953,100.01000213623047,26596800,99.41903686523438
GOOG,2022-09-22,99.44999694824219,101.68000030517578,99.41000366210938,100.56999969482422,21272700,99.97572326660156
GOOG,2022-09-23,100.05999755859375,100.11000061035156,98.01000213623047,99.16999816894531,25657000,98.58399963378906
GOOG,2022-09-26,98.61000061035156,100.44000244140625,98.37999725341797,98.80999755859375,22437900,98.22612762451172
GOOG,2022-09-27,99.91000366210938,100.45999908447266,97.33999633789062,98.08999633789062,24225000,97.51036834716797
GOOG,2022-09-28,98.0199966430664,101.4000015258789,97.80000305175781,100.73999786376953,24617000,100.14472198486328
GOOG,2022-09-29,99.30000305175781,99.30000305175781,96.5199966430664,98.08999633789062,21921500,97.51036834716797
GOOG,2022-09-30,97.7300033569336,99.49400329589844,96.02999877929688,96.1500015258789,26277800,95.58184814453125
GOOG,2022-10-03,97.22000122070312,99.97000122070312,97.0199966430664,99.30000305175781,24840000,98.71324157714844
GOOG,2022-10-04,101.04000091552734,102.72000122070312,101.04000091552734,102.41000366210938,22580900,101.80486297607422
GOOG,2022-10-05,100.69000244140625,102.73999786376953,99.73999786376953,102.22000122070312,18475500,101.61597442626953
GOOG,2022-10-06,101.5,103.7300033569336,101.5,102.23999786376953,17156200,101.63585662841797
GOOG,2022-10-07,100.6500015258789,101.41999816894531,99.20999908447266,99.56999969482422,24249900,98.98163604736328
GOOG,2022-10-10,99.8499984741211,99.98999786376953,97.87000274658203,98.70999908447266,16529900,98.12671661376953
GOOG,2022-10-11,98.25,100.12000274658203,97.25,98.05000305175781,21617700,97.47061920166016
GOOG,2022-10-12,98.2699966430664,99.64800262451172,97.66999816894531,98.30000305175781,17343400,97.7191390991211
GOOG,2022-10-13,95.93000030517578,100.52999877929688,95.2699966430664,99.70999908447266,32812200,99.12081146240234
GOOG,2022-10-14,100.625,101.29000091552734,97.02999877929688,97.18000030517578,22624800,96.60576629638672
GOOG,2022-10-17,99.5199966430664,101.7699966430664,99.51000213623047,100.77999877929688,23311600,100.18448638916016
GOOG,2022-10-18,103.94000244140625,104.22000122070312,100.6500015258789,101.38999938964844,21610500,100.79087829589844
GOOG,2022-10-19,100.69999694824219,101.65899658203125,99.63500213623047,100.29000091552734,21573700,99.69738006591797
GOOG,2022-10-20,100.81999969482422,103.0,99.97000122070312,100.52999877929688,25125100,99.93595886230469
GOOG,2022-10-21,98.45999908447266,101.62000274658203,98.2300033569336,101.4800033569336,28988700,100.88035583496094
GOOG,2022-10-24,102.08999633789062,103.0999984741211,100.30000305175781,102.97000122070312,24680800,102.36154174804688
GOOG,2022-10-25,103.30000305175781,105.0999984741211,103.0199966430664,104.93000030517578,29910200,104.30996704101562
GOOG,2022-10-26,96.76000213623047,98.54000091552734,94.56999969482422,94.81999969482422,71504300,94.25971221923828
GOOG,2022-10-27,94.30999755859375,95.16999816894531,91.9000015258789,92.5999984741211,54036500,92.05281829833984
GOOG,2022-10-28,92.52999877929688,96.86000061035156,92.322998046875,96.58000183105469,35696900,96.0093002319336
GOOG,2022-10-31,95.77999877929688,96.3499984741211,94.37999725341797,94.66000366210938,29868700,94.10065460205078
GOOG,2022-11-01,95.58999633789062,96.16500091552734,90.43000030517578,90.5,43220600,89.96522521972656
GOOG,2022-11-02,90.91000366210938,91.30000305175781,87.01000213623047,87.06999969482422,43553600,86.55549621582031
GOOG,2022-11-03,86.34500122070312,86.55000305175781,83.44999694824219,83.48999786376953,48510400,82.99665069580078
GOOG,2022-11-04,85.51000213623047,86.7300033569336,83.87999725341797,86.69999694824219,40173300,86.18768310546875
GOOG,2022-11-07,87.33999633789062,88.94000244140625,86.95999908447266,88.6500015258789,26899900,88.12616729736328
GOOG,2022-11-08,89.16000366210938,90.40499877929688,87.6500015258789,88.91000366210938,30172000,88.38462829589844
GOOG,2022-11-09,88.54499816894531,89.48999786376953,87.36000061035156,87.4000015258789,26743900,86.88355255126953
GOOG,2022-11-10,92.33999633789062,94.55000305175781,91.6500015258789,94.16999816894531,42371200,93.6135482788086
